date_extraction,activite,activite_emprunteur,activite_emprunteur_bus,activite_emprunteur_med,activite_salle_etude,activite_utilisateur_postes_informatiques,activite_utilisateur_wifi,tranches_d_age_1,tranches_d_age_2,roubaisien_ou_non,code_iris_de_roubaix,nom_de_l_iris_a_roubaix,commune_de_residence,inscription_attribut_action,inscription_attribut_zebre,inscription_carte,nombre_d_annees_d_adhesion,type_inscription,nb_venues,nb_venues_postes_informatiques,nb_venues_prets,nb_venues_prets_bus,nb_venues_prets_mediatheque,nb_venues_salle_etude,nb_venues_wifi,sexe,geo_point_2d
2020,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Non Roubaisien,,,WATTRELOS,,,Médiathèque,0.0,gratuite,23,3,23,0,23,0,0,Homme,
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,591630202,,ROUBAIX,,,Consultation sur place,0.0,gratuite,1,1,0,0,0,0,0,Homme,
2020,postes + wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120903,STE ELISABETH NORD,ROUBAIX,,,Consultation sur place,0.0,gratuite,6,1,0,0,0,0,5,Homme,
2020,wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120203,ALMA NORD,ROUBAIX,,,Consultation sur place,0.0,gratuite,4,0,0,0,0,0,4,Homme,"50.7031080893,3.16783984211"
2020,prêt + étude + wifi,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Utilisateur Salle d'étude,Non utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120602,NATIONS UNIES,ROUBAIX,,,Médiathèque,0.0,gratuite,12,0,2,0,2,1,10,Femme,"50.6939680957,3.17350204159"
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120702,BARBIEUX SUD,ROUBAIX,,,Consultation sur place,0.0,gratuite,7,7,0,0,0,0,0,Femme,"50.6770661863,3.17167685806"
2020,prêt + postes + wifi,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,,,ROUBAIX,,,Médiathèque Plus (Personnel médiathèque),0.0,payante,11,2,9,0,9,0,1,Femme,
2020,étude,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120702,BARBIEUX SUD,ROUBAIX,,,Consultation sur place,0.0,gratuite,1,0,0,0,0,1,0,Femme,"50.6770661863,3.17167685806"
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120101,MACKELLERIE,ROUBAIX,,,Consultation sur place,0.0,gratuite,9,9,0,0,0,0,0,Homme,"50.6920631481,3.15579587334"
2020,étude,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,CROIX,,,Consultation sur place,0.0,gratuite,2,0,0,0,0,2,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Non Roubaisien,,,TOURCOING,,,Médiathèque,0.0,gratuite,1,0,1,0,1,0,0,Homme,
2020,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120402,HOMMELET CENTRE,ROUBAIX,,,Médiathèque,0.0,gratuite,3,1,2,0,2,0,0,Homme,"50.698098803,3.18251403697"
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120501,EPEULE NORD,ROUBAIX,,,Médiathèque,0.0,gratuite,9,9,0,0,0,0,0,Femme,"50.6890840594,3.15740686445"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Non Roubaisien,,,CROIX,,,Médiathèque Plus (Conservatoire),0.0,payante,17,0,17,0,17,0,0,Femme,
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Non Roubaisien,,,HEM,,,Médiathèque,0.0,gratuite,0,0,0,0,0,0,0,Homme,
2020,prêt,Emprunteur,Emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120301,ENTREPONT - CARTIGNY,ROUBAIX,,,Médiathèque,0.0,gratuite,7,0,7,5,2,0,0,Femme,"50.6977649684,3.19309371103"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120403,HOMMELET SUD,ROUBAIX,,,Médiathèque,0.0,gratuite,0,0,0,0,0,0,0,Femme,"50.6950388086,3.18595896155"
2020,postes + wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120301,ENTREPONT - CARTIGNY,ROUBAIX,,,Consultation sur place,0.0,gratuite,3,2,0,0,0,0,3,Homme,"50.6977649684,3.19309371103"
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120101,MACKELLERIE,ROUBAIX,,,Médiathèque,0.0,gratuite,1,1,0,0,0,0,0,Homme,"50.6920631481,3.15579587334"
2020,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Non Roubaisien,,,CROIX,,,Médiathèque,0.0,gratuite,3,1,2,0,2,0,0,Femme,
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,65 ans et plus,Non Roubaisien,,,MOUVAUX,,,Consultation sur place,0.0,gratuite,0,0,0,0,0,0,0,Homme,
2020,wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120601,ESPERANCE CENTRE,ROUBAIX,,,Médiathèque,0.0,gratuite,1,0,0,0,0,0,1,Femme,"50.6913285696,3.17220444227"
2020,prêt,Emprunteur,Emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595121201,LINNE - CHEMIN NEUF,ROUBAIX,,,Médiathèque,0.0,gratuite,2,0,2,1,1,0,0,Homme,"50.6769574365,3.18904341528"
2020,prêt + étude + wifi,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Utilisateur Salle d'étude,Non utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,15 - 24 ans,Non Roubaisien,,,WILLEMS,,,Médiathèque,0.0,gratuite,12,0,3,0,3,12,4,Femme,
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,SAINT-ROMAIN-EN-GAL,,,Consultation sur place,0.0,gratuite,0,0,0,0,0,0,0,Femme,
2020,étude + wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Utilisateur Salle d'étude,Non utilisateur postes informatiques,Utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595121003,PILE NORD,ROUBAIX,,,Consultation sur place,0.0,gratuite,2,0,0,0,0,1,1,Femme,"50.6916022904,3.19347577858"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,,,Roubaisien,,,ROUBAIX,,,Prêt en nombre,0.0,gratuite,1,0,1,0,1,0,0,NP,
2020,étude,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Non Roubaisien,,,TOURCOING,,,Consultation sur place,0.0,gratuite,2,0,0,0,0,2,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,65 ans et plus,Roubaisien,595120402,HOMMELET CENTRE,ROUBAIX,,,Médiathèque,0.0,gratuite,1,0,1,0,1,0,0,Femme,"50.698098803,3.18251403697"
2020,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120901,STE ELISABETH CENTRE,ROUBAIX,,,Médiathèque,0.0,gratuite,5,1,4,0,4,0,0,Homme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Non Roubaisien,,,DOUVRIN,,,Médiathèque,0.0,gratuite,1,0,1,0,1,0,0,Femme,
2020,prêt + postes + wifi,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595121101,TROIS PONTS NORD,ROUBAIX,,,Médiathèque Plus (5 €),0.0,payante,16,1,4,0,4,0,15,Femme,"50.6871060242,3.20123896701"
2020,prêt + étude + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,WASQUEHAL,,,Médiathèque,0.0,gratuite,3,2,1,0,1,1,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,,,ROUBAIX,,,Médiathèque,0.0,gratuite,4,0,4,0,4,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595121202,JUSTICE,ROUBAIX,,,Médiathèque,0.0,gratuite,2,0,2,0,2,0,0,Homme,"50.677695068,3.20089726219"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120701,BARBIEUX - VAUBAN,ROUBAIX,,,Médiathèque,0.0,gratuite,2,0,2,0,2,0,0,Femme,"50.6795654267,3.16516830273"
2020,étude + wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Utilisateur Salle d'étude,Non utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120903,STE ELISABETH NORD,ROUBAIX,,,Consultation sur place,1.0,gratuite,7,0,0,0,0,7,1,Femme,
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120504,TRICHON,ROUBAIX,,,Médiathèque,1.0,gratuite,7,7,0,0,0,0,0,Femme,"50.6899026291,3.16585093674"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,65 ans et plus,Roubaisien,595120102,FRESNOY,ROUBAIX,,,Médiathèque Plus (17 €),1.0,payante,7,0,7,0,7,0,0,Homme,"50.6992192099,3.16111509099"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120501,EPEULE NORD,ROUBAIX,,,Médiathèque,1.0,gratuite,4,0,4,0,4,0,0,Femme,"50.6890840594,3.15740686445"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,TOUFFLERS,,,Médiathèque,1.0,gratuite,0,0,0,0,0,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,CROIX,,,Médiathèque Plus (35 €),15.0,payante,2,0,2,0,2,0,0,Homme,
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120303,CUL DE FOUR,ROUBAIX,,,Médiathèque,13.0,gratuite,0,0,0,0,0,0,0,Femme,"50.7041944438,3.17620611328"
2020,étude,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120803,POTENNERIE,ROUBAIX,,,Médiathèque Plus (Conservatoire),5.0,payante,3,0,0,0,0,3,0,Homme,"50.6797344577,3.18141212365"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595121002,PILE CENTRE,ROUBAIX,,,Médiathèque,5.0,gratuite,2,0,2,0,2,0,0,Homme,"50.6893546046,3.19362889394"
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120402,HOMMELET CENTRE,ROUBAIX,,,Médiathèque,5.0,gratuite,11,11,0,0,0,0,0,Homme,"50.698098803,3.18251403697"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120602,NATIONS UNIES,ROUBAIX,,,Médiathèque Plus (5 €),4.0,payante,1,0,1,0,1,0,0,Femme,"50.6939680957,3.17350204159"
2020,prêt + wifi,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120303,CUL DE FOUR,ROUBAIX,,,Médiathèque,15.0,gratuite,3,0,2,0,2,0,1,Homme,"50.7041944438,3.17620611328"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120801,MOULIN NORD,ROUBAIX,,,Médiathèque Plus (Conservatoire),11.0,payante,0,0,0,0,0,0,0,Femme,"50.6836816835,3.17752684991"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120803,POTENNERIE,ROUBAIX,,,Médiathèque,8.0,gratuite,5,0,5,0,5,0,0,Homme,"50.6797344577,3.18141212365"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,LILLE,,,Médiathèque,15.0,gratuite,2,0,2,0,2,0,0,Homme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,65 ans et plus,Non Roubaisien,,,LEERS,,,Médiathèque,5.0,gratuite,17,0,17,0,17,0,0,Femme,
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,65 ans et plus,Roubaisien,595120701,BARBIEUX - VAUBAN,ROUBAIX,,,Médiathèque,5.0,gratuite,0,0,0,0,0,0,0,Homme,"50.6795654267,3.16516830273"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Non Roubaisien,,,RONCHIN,,,Médiathèque,5.0,gratuite,0,0,0,0,0,0,0,Femme,
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595121103,SARTEL,ROUBAIX,,,Médiathèque,4.0,gratuite,0,0,0,0,0,0,0,Homme,"50.6863275761,3.20835001586"
2020,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,MOUVAUX,,,Médiathèque Plus (5 €),4.0,payante,15,11,6,0,6,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120602,NATIONS UNIES,ROUBAIX,,,Médiathèque Plus (Conservatoire),4.0,payante,1,0,1,0,1,0,0,Femme,"50.6939680957,3.17350204159"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Non Roubaisien,,,CROIX,,,Médiathèque,8.0,gratuite,5,0,5,0,5,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,CROIX,,,Médiathèque,14.0,gratuite,5,0,5,0,5,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,LILLE,,,Médiathèque,7.0,gratuite,1,0,1,0,1,0,0,Homme,
2020,postes + wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120301,ENTREPONT - CARTIGNY,ROUBAIX,,,Médiathèque,11.0,gratuite,7,6,0,0,0,0,1,Femme,"50.6977649684,3.19309371103"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120903,STE ELISABETH NORD,ROUBAIX,,,Médiathèque Plus (5 €),12.0,payante,3,0,3,0,3,0,0,Homme,
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120201,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,6.0,gratuite,5,5,0,0,0,0,0,Homme,"50.6967838712,3.17302126792"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595121301,NOUVEAU ROUBAIX,ROUBAIX,,,Médiathèque,5.0,gratuite,3,0,3,0,3,0,0,Femme,"50.67405232,3.18881428771"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,LYS-LEZ-LANNOY,,,Médiathèque Plus (5 €),5.0,payante,6,0,6,0,6,0,0,Homme,
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595121102,TROIS PONTS SUD,ROUBAIX,,,Médiathèque,5.0,gratuite,0,0,0,0,0,0,0,Femme,"50.6838448476,3.20182368985"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120102,FRESNOY,ROUBAIX,,,Médiathèque,4.0,gratuite,1,0,1,0,1,0,0,Homme,"50.6992192099,3.16111509099"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,CROIX,,,Médiathèque,4.0,gratuite,2,0,2,0,2,0,0,Homme,
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120703,EDOUARD VAILLANT,ROUBAIX,,,Médiathèque,9.0,gratuite,0,0,0,0,0,0,0,Femme,"50.6730957834,3.1801075534"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120802,MOULIN SUD,ROUBAIX,,,Médiathèque,7.0,gratuite,1,0,1,0,1,0,0,Femme,"50.6826474805,3.18437265588"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120601,ESPERANCE CENTRE,ROUBAIX,,,Médiathèque,7.0,gratuite,2,0,2,0,2,0,0,Femme,"50.6913285696,3.17220444227"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120601,ESPERANCE CENTRE,ROUBAIX,,,Médiathèque,6.0,gratuite,5,0,5,0,5,0,0,Femme,"50.6913285696,3.17220444227"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,65 ans et plus,Roubaisien,595120701,BARBIEUX - VAUBAN,ROUBAIX,,,Médiathèque,15.0,gratuite,5,0,5,0,5,0,0,Homme,"50.6795654267,3.16516830273"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120303,CUL DE FOUR,ROUBAIX,,,Médiathèque,6.0,gratuite,0,0,0,0,0,0,0,Homme,"50.7041944438,3.17620611328"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120401,HOMMELET NORD,ROUBAIX,,,Médiathèque,6.0,gratuite,0,0,0,0,0,0,0,Femme,"50.700713575,3.18038314815"
2020,étude + postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,65 ans et plus,Non Roubaisien,,,VILLENEUVE-D'ASCQ,,,Médiathèque,6.0,gratuite,68,68,0,0,0,1,0,Homme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Non Roubaisien,,,WASQUEHAL,,,Médiathèque,10.0,gratuite,3,0,3,0,3,0,0,Femme,
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,65 ans et plus,Roubaisien,595120801,MOULIN NORD,ROUBAIX,,,Médiathèque,6.0,gratuite,38,38,0,0,0,0,0,Homme,"50.6836816835,3.17752684991"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Non Roubaisien,,,LEERS,,,Médiathèque,5.0,gratuite,3,0,3,0,3,0,0,Homme,
